"";"X";"Name";"Platform";"Year_of_Release";"Genre";"Publisher";"NA_Sales";"EU_Sales";"JP_Sales";"Other_Sales";"Global_Sales";"Critic_Score";"Critic_Count";"User_Score";"User_Count";"Developer";"Rating";"Top_20_Devs";"Dev_Count"
"4907";4907;"Ecco the Dolphin: Defender of the Future";"PS2";"2002";"Adventure";"Sony Computer Entertainment";0,07;0,05;0;0,02;0,14;71;17;8,5;11;"Appaloosa Interactive";"E";0;3
"4908";4908;"Just Cause";"X360";"2006";"Action";"Eidos Interactive";0,1;0,03;0,01;0,01;0,14;73;57;7,2;52;"Avalanche Studios";"M";0;9
"4909";4909;"X-Blades";"X360";"2009";"Action";"SouthPeak Games";0,1;0,02;0,02;0,01;0,14;50;39;5,5;14;"Gaijin Entertainment";"M";0;11
"4910";4910;"Odin Sphere: Leifthrasir";"PSV";"2016";"Role-Playing";"Nippon Ichi Software";0,02;0,02;0,09;0,01;0,14;93;5;7,9;83;"Vanillaware";"T";0;5
"4911";4911;"Homefront: The Revolution";"XOne";"2016";"Shooter";"Deep Silver";0,06;0,07;0;0,01;0,14;49;12;4,1;106;"Deep Silver Dambuster Studios";"M";0;3
"4912";4912;"Godzilla: Save the Earth";"XB";"2004";"Fighting";"Atari";0,1;0,03;0;0;0,14;63;22;8,2;6;"Pipeworks Software, Inc.";"T";0;11
"4913";4913;"TRINITY: Souls of Zill O'll";"PS3";"2010";"Role-Playing";"Ubisoft Annecy";0,06;0,03;0,03;0,01;0,14;55;34;6,2;33;"Omega Force";"T";0;69
"4914";4914;"Virtua Tennis 4";"Wii";"2011";"Sports";"Sega";0,05;0,08;0;0,01;0,14;65;15;7,5;4;"Sega";"E";0;32
"4915";4915;"Tim Burton's The Nightmare Before Christmas: The Pumpkin King";"GBA";"2005";"Platform";"Disney Interactive Studios";0,1;0,04;0;0;0,14;71;5;5,5;6;"TOSE";"E10+";0;34
"4916";4916;"Enclave";"XB";"2002";"Adventure";"Swing! Entertainment";0,11;0,03;0;0,01;0,14;66;28;8,4;13;"Starbreeze";"M";0;11
"4917";4917;"Wild ARMs XF";"PSP";"2007";"Role-Playing";"505 Games";0,07;0;0,06;0,01;0,14;64;22;6,8;19;"Media Vision";"E10+";0;8
"4918";4918;"7 Days to Die";"PS4";"2016";"Action";"Telltale Games";0,04;0,08;0;0,02;0,14;45;16;5,8;140;"The Fun Pimps Entertainment LLC";"M";0;2
"4919";4919;"Rayman Legends";"PSV";"2014";"Platform";"Ubisoft";0,01;0,1;0;0,03;0,14;87;8;8,4;159;"Ubisoft Montpellier";"E10+";0;19
"4920";4920;"Dino Crisis 3";"XB";"2003";"Action";"Capcom";0,08;0,03;0,03;0;0,14;51;28;4,1;22;"Capcom";"M";0;128
"4921";4921;"College Hoops 2K8";"PS3";"2007";"Sports";"Take-Two Interactive";0,13;0;0;0,01;0,14;82;18;5,2;6;"Visual Concepts";"E";0;69
"4922";4922;"Risen";"PC";"2009";"Role-Playing";"Deep Silver";0;0,11;0;0,02;0,14;77;32;8,1;676;"Piranha Bytes";"M";0;9
"4923";4923;"Transformers: Devastation";"XOne";"2015";"Action";"Activision";0,09;0,04;0;0,01;0,14;75;25;7,9;55;"PlatinumGames";"T";0;17
"4924";4924;"The Darkness II";"PC";"2012";"Shooter";"Take-Two Interactive";0,1;0,03;0;0,01;0,14;77;20;7,6;448;"Digital Extremes";"M";0;9
"4925";4925;"Eragon";"X360";"2006";"Action";"Vivendi Games";0,12;0,01;0;0,01;0,14;48;32;5,7;24;"Stormfront Studios";"T";0;8
"4926";4926;"Dynasty Warriors 7: Empires";"PS3";"2012";"Action";"Ubisoft Annecy";0;0;0,14;0;0,14;63;20;8;22;"Omega Force";"T";0;69
"4927";4927;"Super Puzzle Fighter II Turbo";"PS";"1996";"Puzzle";"Virgin Interactive";0,08;0,05;0;0,01;0,14;83;9;8;5;"Capcom";"E";0;128
"4928";4928;"Bejeweled 3";"X360";"N/A";"Puzzle";"Unknown";0,13;0;0;0,01;0,14;78;13;8,4;11;"PopCap";"E";0;15
"4929";4929;"Dead Island Definitive Collection";"PS4";"2016";"Action";"Deep Silver";0,03;0,07;0,01;0,02;0,14;63;32;6,4;45;"Techland";"M";0;20
"4930";4930;"Blazing Angels 2: Secret Missions of WWII";"X360";"2007";"Simulation";"Ubisoft";0,11;0,02;0;0,01;0,14;72;24;7,8;12;"Ubisoft Romania";"T";0;11
"4931";4931;"Rayman Arena";"GC";"2002";"Racing";"Ubisoft";0,11;0,03;0;0;0,14;60;10;7,3;6;"Ubisoft";"E";0;106
"4932";4932;"How to Train Your Dragon";"X360";"2010";"Action";"Activision";0,11;0,02;0;0,01;0,14;58;23;7,6;10;"Etranges Libellules";"E10+";0;8
"4933";4933;"Battlefield: Hardline";"PC";"2015";"Shooter";"Electronic Arts";0;0,13;0;0,01;0,14;71;31;3,8;773;"Visceral Games";"M";0;13
"4934";4934;"Shining Soul";"GBA";"2002";"Role-Playing";"Atari";0,03;0,01;0,09;0;0,14;58;13;8,5;8;"Next Entertainment";"E";0;1
"4935";4935;"Brothers: A Tale of Two Sons";"PS4";"2015";"Adventure";"505 Games";0,03;0,08;0;0,02;0,14;81;10;8,2;73;"Starbreeze";"T";0;11
"4936";4936;"Dead Rising 2";"PC";"2010";"Action";"Capcom";0,1;0,02;0;0,01;0,14;78;17;6,5;211;"Blue Castle Games";"M";0;13
"4937";4937;"Fear Factor: Unleashed";"GBA";"2004";"Action";"Hip Interactive";0,1;0,04;0;0;0,14;30;15;3;4;"DC Studios";"T";0;5
"4938";4938;"Heroes over Europe";"X360";"2009";"Simulation";"Ubisoft";0,1;0,02;0;0,01;0,14;62;39;8,1;9;"Transmission Games";"T";0;1
"4939";4939;"Create";"X360";"2010";"Action";"Electronic Arts";0,1;0,03;0;0,01;0,14;60;19;5,8;10;"EA Bright Light";"E";0;20
"4940";4940;"UEFA Euro 2004: Portugal";"PS2";"2004";"Sports";"Electronic Arts";0,07;0,05;0;0,02;0,14;76;21;6,4;18;"EA Canada";"E";0;152
"4941";4941;"Happy Feet";"Wii";"2006";"Action";"Midway Games";0,12;0;0;0,01;0,14;46;11;6,7;16;"Artificial Mind and Movement";"E";0;34
"4942";4942;"NBA Jam";"XB";"2003";"Sports";"Acclaim Entertainment";0,1;0,03;0;0;0,14;68;17;9,1;7;"Acclaim";"E";0;25
"4943";4943;"World Tour Soccer 2002";"PS2";"2001";"Sports";"Sony Computer Entertainment";0,07;0,05;0;0,02;0,14;77;21;7,5;10;"SCEE London Studio";"E";0;14
"4944";4944;"NBA Ballers: Chosen One";"PS3";"2008";"Sports";"Midway Games";0,12;0;0;0,01;0,14;54;23;6,5;4;"Midway";"E";0;47
"4945";4945;"NCIS";"X360";"2011";"Adventure";"Ubisoft";0,1;0,02;0;0,01;0,14;35;11;3,8;7;"Ubisoft";"T";0;106
"4946";4946;"Apex";"XB";"2003";"Racing";"Atari";0,1;0,03;0;0;0,14;74;26;9,1;7;"Milestone S.r.l";"E";0;19
"4947";4947;"Persona 4: Arena Ultimax";"PS3";"2014";"Fighting";"Atlus";0;0;0,13;0;0,14;84;38;8,1;85;"Arc System Works";"T";0;32
"4948";4948;"Tomb Raider: The Prophecy";"GBA";"2002";"Action";"Ubisoft";0,1;0,04;0;0;0,14;66;20;8,9;13;"Ubisoft Milan";"T";0;2
"4949";4949;"Vampire Night";"PS2";"2001";"Shooter";"Sony Computer Entertainment";0,07;0,05;0;0,02;0,14;65;18;7,8;5;"Wow Entertainment";"T";0;5
"4950";4950;"Valhalla Knights: Eldar Saga";"Wii";"2009";"Role-Playing";"Rising Star Games";0,1;0,01;0,01;0,01;0,14;35;17;6,7;19;"K2, Kurogane";"T";0;1
"4951";4951;"World Championship Poker 2: Featuring Howard Lederer";"PSP";"2005";"Misc";"505 Games";0,12;0;0;0,01;0,14;65;17;2,8;17;"Crave";"T";0;4
"4952";4952;"BIT.TRIP SAGA";"3DS";"2011";"Misc";"Rising Star Games";0,09;0,04;0;0,01;0,14;75;21;7,8;24;"Gaijin Games";"E";0;2
"4953";4953;"Metal Slug 7";"DS";"2008";"Shooter";"Ignition Entertainment";0,12;0;0,01;0,01;0,14;70;38;7,2;13;"SNK Playmore";"T";0;19
"4954";4954;"Call of Duty: Infinite Warfare";"PC";"2016";"Shooter";"Activision";0,04;0,08;0;0,01;0,14;73;16;3,4;440;"Infinity Ward";"M";1;15
"4955";4955;"MotoGP '06";"X360";"2006";"Racing";"THQ";0,11;0,01;0;0,01;0,14;80;50;7,4;13;"Climax Group, Climax Studios";"E";0;8
"4956";4956;"G.I. Joe: The Rise of Cobra";"DS";"2009";"Action";"Electronic Arts";0,11;0,01;0;0,01;0,14;47;16;7,5;4;"Backbone Entertainment";"E10+";0;18
"4957";4957;"Salt Lake 2002";"PS2";"2002";"Sports";"Eidos Interactive";0,07;0,05;0;0,02;0,14;49;11;4,2;6;"Attention To Detail";"E";0;3
"4958";4958;"Gladius";"XB";"2003";"Strategy";"Activision";0,1;0,03;0;0;0,14;79;31;8,5;22;"LucasArts";"T";0;21
"4959";4959;"Legends of Wrestling";"XB";"2002";"Fighting";"Acclaim Entertainment";0,1;0,03;0;0;0,14;65;10;5,8;4;"Acclaim";"T";0;25
"4960";4960;"Magnetica";"DS";"2006";"Puzzle";"Nintendo";0,08;0,01;0,03;0,01;0,14;68;33;8,1;11;"Mitchell";"E";0;2
"4961";4961;"Red Orchestra 2: Heroes of Stalingrad";"PC";"2011";"Shooter";"Tripwire Interactive";0,04;0,07;0;0,02;0,14;76;49;7,3;729;"Tripwire Interactive";"M";0;2
"4962";4962;"Your Shape: Fitness Evolved 2013";"WiiU";"2012";"Action";"Ubisoft";0,06;0,07;0;0,01;0,13;76;8;6,3;16;"Blue Byte";"E10+";0;5
"4963";4963;"James Bond 007: Nightfire";"GBA";"2003";"Shooter";"Electronic Arts";0,1;0,04;0;0;0,13;66;6;8,1;9;"JV Games Inc.";"T";0;1
"4964";4964;"Castlevania Chronicles";"PS";"2001";"Platform";"Konami Digital Entertainment";0,07;0,05;0;0,01;0,13;69;16;6,5;13;"Konami";"T";0;103
"4965";4965;"King Arthur";"PS2";"2004";"Action";"Konami Digital Entertainment";0,07;0,05;0;0,02;0,13;59;22;8;10;"Krome Studios";"T";0;24
"4966";4966;"FIFA Street 2";"PSP";"2006";"Sports";"Electronic Arts";0,07;0,05;0;0,02;0,13;58;6;6,9;17;"EA Canada";"E";0;152
"4967";4967;"The Guy Game";"PS2";"2004";"Misc";"Gathering of Developers";0,07;0,05;0;0,02;0,13;48;20;6,9;13;"Top Heavy Studios";"M";0;2
"4968";4968;"Blade II";"XB";"2002";"Action";"Activision";0,1;0,03;0;0;0,13;53;20;4;4;"Mucky Foot Productions";"M";0;2
"4969";4969;"Rogue Warrior";"PS3";"2009";"Shooter";"Bethesda Softworks";0,11;0,01;0;0,01;0,13;27;24;2,8;66;"Rebellion";"M";0;30
"4970";4970;"Baseball Advance";"GBA";"2002";"Sports";"Sega";0,1;0,04;0;0;0,13;80;16;7,8;5;"Smilebit";"E";0;5
"4971";4971;"Nitrobike";"Wii";"2008";"Racing";"Ubisoft";0,11;0,01;0;0,01;0,13;49;22;7,1;7;"Left Field Productions";"E10+";0;5
"4972";4972;"Hulk Hogan's Main Event";"X360";"2011";"Fighting";"505 Games";0,1;0,02;0;0,01;0,13;26;4;2,2;20;"Panic Button";"T";0;2
"4973";4973;"Retro Atari Classics";"DS";"2005";"Misc";"Atari";0,12;0;0;0,01;0,13;51;17;3,7;7;"Taniko";"E";0;1
"4974";4974;"Need for Speed Underground 2";"DS";"2005";"Racing";"Electronic Arts";0,11;0,02;0;0,01;0,13;65;13;7;25;"EA Canada";"E";0;152
"4975";4975;"Ys: The Ark of Napishtim";"PS2";"2005";"Role-Playing";"Konami Digital Entertainment";0,07;0,05;0;0,02;0,13;72;35;8,1;14;"Falcom";"T";0;9
"4976";4976;"Divinity II: The Dragon Knight Saga";"X360";"2010";"Role-Playing";"Focus Home Interactive";0,11;0,02;0;0,01;0,13;72;13;7,8;50;"Larian Studios";"M";0;5
"4977";4977;"NHL 2K8";"X360";"2007";"Sports";"Take-Two Interactive";0,11;0,01;0;0,01;0,13;71;43;7,4;16;"Kush Games";"E10+";0;18
"4978";4978;"Puzzle Kingdoms";"DS";"2009";"Puzzle";"Zoo Digital Publishing";0,12;0;0;0,01;0,13;64;12;6,3;4;"Infinite Interactive";"E10+";0;4
"4979";4979;"Life is Strange";"XOne";"2016";"Adventure";"Square Enix";0,09;0,03;0;0,01;0,13;85;4;8,7;123;"DONTNOD Entertainment";"M";0;6
"4980";4980;"Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon";"PS2";"2008";"Role-Playing";"Atlus";0,07;0,05;0;0,02;0,13;79;23;8,7;26;"Atlus Co.";"M";0;8
"4981";4981;"X-Blades";"PS3";"2009";"Action";"SouthPeak Games";0,07;0,03;0,02;0,01;0,13;50;31;5,9;15;"Gaijin Entertainment";"M";0;11
"4982";4982;"Army Men: Green Rogue";"PS2";"2001";"Action";"3DO";0,06;0,05;0;0,02;0,13;39;13;3,8;4;"3DO";"T";0;17
"4983";4983;"Chessmaster";"XB";"2004";"Misc";"Ubisoft";0,1;0,03;0;0;0,13;79;12;9;6;"Ubisoft";"E";0;106
"4984";4984;"Peter Jackson's King Kong: The Official Game of the Movie";"DS";"2005";"Action";"Ubisoft";0,12;0;0;0,01;0,13;28;5;3,2;32;"Ubisoft Casablanca";"T";0;3
"4985";4985;"Superman: The Man of Steel";"XB";"2002";"Action";"Atari";0,1;0,03;0;0;0,13;44;19;6;11;"Circus Freak";"T";0;1
"4986";4986;"Kororinpa: Marble Mania";"Wii";"2006";"Puzzle";"Nintendo";0,08;0,02;0,03;0,01;0,13;69;39;8,7;21;"Hudson";"E";0;11
"4987";4987;"NHL 2003";"GC";"2002";"Sports";"Electronic Arts";0,1;0,03;0;0;0,13;79;13;8,3;4;"EA Sports";"E";0;146
"4988";4988;"Chicken Run";"PS";"2000";"Adventure";"Eidos Interactive";0,07;0,05;0;0,01;0,13;75;7;6,6;6;"Blitz Games";"E";0;17
"4989";4989;"Fatal Inertia";"X360";"2007";"Racing";"Tecmo Koei";0,12;0;0;0,01;0,13;61;30;4,2;19;"Koei";"E10+";0;29
"4990";4990;"Phantom Brave: We Meet Again";"Wii";"2009";"Role-Playing";"Nippon Ichi Software";0,12;0;0,01;0,01;0,13;76;12;7,1;15;"Nippon Ichi Software";"T";0;22
"4991";4991;"WWE Survivor Series";"GBA";"2004";"Fighting";"THQ";0,09;0,04;0;0;0,13;55;12;8,2;5;"Natsume";"T";0;11
"4992";4992;"Kung-Fu: High Impact";"X360";"2011";"Action";"Black Bean Games";0,08;0,05;0;0,01;0,13;56;18;7,8;20;"Virtual Air Guitar Company";"T";0;1
"4993";4993;"Tomb Raider: Legend";"XB";"2006";"Action";"Eidos Interactive";0,1;0,03;0;0;0,13;82;40;7,2;13;"Crystal Dynamics";"T";0;22
"4994";4994;"Ninjatown";"DS";"2008";"Strategy";"SouthPeak Games";0,12;0;0;0,01;0,13;80;40;8,3;21;"Venan Entertainment, Cashmere Prod.";"E";0;1
"4995";4995;"Warcraft III: Reign of Chaos";"PC";"2002";"Strategy";"Vivendi Games";0,03;0,09;0;0,02;0,13;92;40;9,1;1023;"Blizzard Entertainment";"T";0;20
"4996";4996;"Frogger Beyond";"GC";"2002";"Platform";"Konami Digital Entertainment";0,1;0,03;0;0;0,13;60;6;7,2;5;"Konami";"E";0;103
"4997";4997;"RPG Maker II";"PS2";"2002";"Role-Playing";"Enterbrain";0,06;0,05;0;0,02;0,13;65;9;8,5;77;"Kuusou Kagaku";"E";0;2
"4998";4998;"Alone in the Dark: Inferno";"PS3";"2008";"Adventure";"Atari";0,09;0,03;0;0,02;0,13;69;25;5,4;50;"Eden Studios";"M";0;8
"4999";4999;"Gravity Rush Remastered";"PS4";"2015";"Action";"Sony Computer Entertainment";0,02;0,05;0,04;0,01;0,13;80;62;8,3;153;"Bluepoint Games";"T";0;5
"5000";5000;"Destruction Derby Arenas";"PS2";"2004";"Racing";"Sony Computer Entertainment";0,06;0,05;0;0,02;0,13;57;27;8;14;"Studio 33";"T";0;2
"5001";5001;"Dengeki Bunko Fighting Climax";"PSV";"2014";"Fighting";"Sega";0,04;0;0,08;0,01;0,13;75;7;8,5;28;"Sega";"T";0;32
"5002";5002;"MLB Power Pros 2008";"Wii";"2008";"Sports";"Konami Digital Entertainment";0,11;0;0,01;0,01;0,13;79;16;8,7;21;"Konami";"E";0;103
"5003";5003;"Rumble Roses XX";"X360";"2006";"Fighting";"Konami Digital Entertainment";0,07;0,01;0,04;0,01;0,13;62;54;6,5;28;"Konami";"M";0;103
"5004";5004;"Total War: WARHAMMER";"PC";"2016";"Strategy";"Sega";0;0,12;0;0,01;0,13;86;77;7,3;556;"Creative Assembly";"T";0;20
"5005";5005;"Shaman King: Power of Spirit";"PS2";"2004";"Adventure";"Konami Digital Entertainment";0,06;0,05;0;0,02;0,13;54;9;8,2;17;"WinkySoft";"T";0;3
"5006";5006;"Anno 1701: Dawn of Discovery";"DS";"2007";"Simulation";"Touchstone";0,07;0,05;0;0,01;0,13;78;14;7,4;19;"Sunflowers Interactive";"E";0;1
"5007";5007;"The BIGS 2";"PS3";"2009";"Sports";"Take-Two Interactive";0,12;0;0;0,01;0,13;80;18;7,6;16;"Blue Castle Games";"E10+";0;13
"5008";5008;"LEGO Legends of Chima: Laval's Journey";"PSV";"2013";"Adventure";"Warner Bros. Interactive Entertainment";0,01;0,09;0;0,03;0,13;64;5;6,6;8;"TT Games";"E10+";0;43
"5009";5009;"Dead to Rights: Reckoning";"PSP";"2005";"Shooter";"Electronic Arts";0,12;0;0;0,01;0,13;54;26;7,3;22;"Rebellion";"M";0;30
"5010";5010;"NBA 08";"PS3";"2007";"Sports";"Sony Computer Entertainment";0,12;0;0;0,01;0,13;63;37;6;4;"SCEA San Diego Studios";"E";0;25
"5011";5011;"Mission: Impossible - Operation Surma";"XB";"2003";"Platform";"Atari";0,1;0,03;0;0;0,13;67;27;6,8;4;"Paradigm Entertainment";"T";0;11
"5012";5012;"Legendary";"PS3";"2008";"Shooter";"Atari";0,08;0,03;0;0,02;0,13;50;31;7,2;31;"Spark Unlimited";"M";0;10
"5013";5013;"Batman: Arkham Knight";"PC";"2015";"Action";"Warner Bros. Interactive Entertainment";0,09;0,03;0;0,01;0,13;70;14;2,9;1967;"Rocksteady Studios, Iron Galaxy Studios";"M";0;1
"5014";5014;"Disney's Kim Possible: Kimmunicator";"DS";"2005";"Platform";"Disney Interactive Studios";0,11;0,01;0;0,01;0,13;61;14;7,5;4;"Artificial Mind and Movement";"E";0;34
"5015";5015;"Mega Man Anniversary Collection";"XB";"2005";"Platform";"Capcom";0,1;0,03;0;0;0,13;80;12;9,2;5;"Atomic Planet Entertainment";"E";0;5
"5016";5016;"Diablo II";"PC";"2000";"Role-Playing";"Havas Interactive";0,01;0,1;0;0,02;0,13;88;34;8,8;1056;"Blizzard North";"M";0;2
"5017";5017;"F1 2011";"PSV";"2011";"Racing";"Codemasters";0,03;0,07;0,01;0,02;0,13;66;27;6,2;25;"Codemasters";"E";0;58
"5018";5018;"Drakengard 2";"PS2";"2005";"Role-Playing";"Ubisoft";0,06;0,05;0;0,02;0,13;58;34;6,5;49;"Cavia Inc.";"M";0;12
"5019";5019;"Sonic Riders";"XB";"2006";"Racing";"Sega";0,1;0,03;0;0;0,13;56;33;8,1;7;"Sonic Team";"E";0;38
"5020";5020;"Shrek Super Party";"XB";"2002";"Misc";"TDK Mediactive";0,1;0,03;0;0;0,13;33;9;8;11;"Mass Media";"E";0;13
"5021";5021;"Venetica";"X360";"2010";"Role-Playing";"DTP Entertainment";0,09;0,03;0;0,01;0,13;42;14;7,5;18;"Deck 13";"T";0;3
"5022";5022;"Persona 4: Arena";"X360";"2012";"Fighting";"Atlus";0,08;0,01;0,03;0,01;0,13;83;21;7,3;60;"Arc System Works";"T";0;32
"5023";5023;"Street Fighter IV";"PC";"N/A";"Fighting";"Capcom";0,07;0,05;0;0,02;0,13;91;23;7,9;352;"Capcom";"T";0;128
"5024";5024;"Cabela's Alaskan Adventure";"X360";"2006";"Sports";"Activision";0,12;0;0;0,01;0,13;48;11;5,6;17;"FUN Labs";"T";0;13
"5025";5025;"Heroes of the Pacific";"XB";"2005";"Simulation";"Codemasters";0,1;0,03;0;0;0,13;76;33;8,2;5;"IR Gurus Interactive Ltd.";"T";0;1
"5026";5026;"RollerCoaster Tycoon";"XB";"2003";"Strategy";"Atari";0,1;0,03;0;0;0,13;62;8;8,3;12;"Atari";"E";0;5
"5027";5027;"NightCaster";"XB";"2002";"Action";"Microsoft Game Studios";0,1;0,03;0;0;0,13;61;27;5,7;7;"Jaleco Entertainment";"T";0;6
"5028";5028;"FIFA World Cup Germany 2006";"GC";"2006";"Sports";"Electronic Arts";0,1;0,03;0;0;0,13;76;17;6,2;5;"EA Canada";"E";0;152
"5029";5029;"Hitman 2: Silent Assassin";"GC";"2003";"Action";"Eidos Interactive";0,1;0,03;0;0;0,13;83;17;5,9;8;"Io Interactive";"M";0;20
"5030";5030;"Ape Escape 3";"PS2";"2005";"Platform";"Sony Computer Entertainment";0,06;0,05;0;0,02;0,13;77;51;8,8;22;"SCE Japan Studio";"E10+";0;17
"5031";5031;"Crouching Tiger, Hidden Dragon";"PS2";"2003";"Action";"Ubisoft";0,06;0,05;0;0,02;0,13;48;26;3,7;6;"Light Weight";"T";0;4
"5032";5032;"Final Fantasy XIV: Heavensward";"PS4";"2015";"Action";"Square Enix";0;0,06;0,06;0,01;0,13;86;20;8,1;225;"Square Enix";"T";0;40
"5033";5033;"Secret Agent Clank";"PSP";"2008";"Platform";"Sony Computer Entertainment";0,04;0,03;0,04;0,02;0,13;72;56;7,8;35;"High Impact Games";"E10+";0;5
"5034";5034;"Iridion II";"GBA";"2003";"Shooter";"Vivendi Games";0,09;0,03;0;0;0,13;78;13;8,3;NA;"Shin'en";"E";0;6
"5035";5035;"Whiplash";"PS2";"2003";"Racing";"Eidos Interactive";0,06;0,05;0;0,02;0,13;66;32;8,4;15;"Crystal Dynamics";"T";0;22
"5036";5036;"Watch Dogs";"WiiU";"2014";"Action";"Ubisoft";0,07;0,05;0;0,01;0,13;62;15;6,4;162;"Ubisoft Romania";"M";0;11
"5037";5037;"BlazBlue: Continuum Shift II";"PSP";"2011";"Fighting";"PQube";0,03;0,02;0,07;0,01;0,13;77;8;6,4;10;"Arc System Works";"T";0;32
"5038";5038;"Summon Night: Twin Age";"DS";"2007";"Role-Playing";"Banpresto";0,07;0;0,05;0,01;0,13;73;21;7,2;11;"Flight-Plan";"E10+";0;3
"5039";5039;"Spider-Man: Battle for New York";"DS";"2006";"Platform";"Activision";0,12;0;0;0,01;0,13;68;13;6,8;8;"Torus Games";"E10+";0;4
"5040";5040;"Game Party: Champions";"WiiU";"2012";"Action";"Warner Bros. Interactive Entertainment";0,09;0,03;0;0,01;0,13;24;8;3,5;21;"Phosphor Games Studio, LLC";"E";0;1
"5041";5041;"Otogi: Myth of Demons";"XB";"2002";"Action";"Sega";0,08;0,02;0,03;0;0,13;80;40;8,5;28;"From Software";"T";0;41
"5042";5042;"Alter Echo";"PS2";"2003";"Shooter";"THQ";0,06;0,05;0;0,02;0,13;62;26;7;9;"Outrage Games";"T";0;2
"5043";5043;"Green Lantern: Rise of the Manhunters";"3DS";"2011";"Action";"Warner Bros. Interactive Entertainment";0,09;0,03;0;0,01;0,13;42;6;3,9;7;"Griptonite Games";"E10+";0;23
"5044";5044;"Puzzle de Harvest Moon";"DS";"2007";"Puzzle";"Natsume";0,12;0;0;0,01;0,13;41;5;6,3;4;"Platinum Egg";"E";0;2
"5045";5045;"Shin Megami Tensei: Digital Devil Saga";"PS2";"2004";"Role-Playing";"Ghostlight";0,06;0,05;0;0,02;0,13;78;42;4,2;48;"Atlus Co.";"M";0;8
"5046";5046;"Deception IV: Blood Ties";"PSV";"2014";"Action";"Tecmo Koei";0,02;0,02;0,07;0,01;0,13;67;19;7,5;61;"Koei Tecmo Games";"M";0;7
"5047";5047;"Rango: The Video Game";"X360";"2011";"Action";"Electronic Arts";0,06;0,06;0;0,01;0,13;68;25;8;9;"Behaviour Interactive";"E10+";0;4
"5048";5048;"One Piece: Unlimited World Red";"PSV";"2014";"Action";"Namco Bandai Games";0,03;0,04;0,04;0,02;0,13;67;4;7,8;25;"Ganbarion";"T";0;7
"5049";5049;"Cabela's Dangerous Hunts 2009";"PS3";"2008";"Sports";"Activision Value";0,12;0;0;0,01;0,13;39;6;1,8;10;"FUN Labs";"T";0;13
"5050";5050;"Teenage Mutant Ninja Turtles 2: Battle Nexus";"XB";"2004";"Action";"Konami Digital Entertainment";0,1;0,03;0;0;0,13;48;20;5,6;8;"Konami";"T";0;103
"5051";5051;"Tom Clancy's Splinter Cell: Double Agent";"Wii";"2006";"Action";"Ubisoft";0,1;0,01;0;0,01;0,13;61;12;7,4;16;"Ubisoft Shanghai";"M";0;23
"5052";5052;"Eat Lead: The Return of Matt Hazard";"PS3";"2009";"Shooter";"D3Publisher";0,09;0,02;0;0,01;0,13;51;38;6,1;21;"Vicious Cycle";"T";0;12
"5053";5053;"Backyard Baseball";"GC";"2003";"Sports";"Infogrames";0,1;0,03;0;0;0,13;70;4;9,4;5;"Humongous Entertainment";"E";0;2
"5054";5054;"Star Wars: Lethal Alliance";"PSP";"2006";"Action";"Ubisoft";0,11;0,01;0;0,01;0,13;61;31;6,9;7;"Ubisoft Montreal";"T";0;88
"5055";5055;"Naruto Shippuden: Kizuna Drive";"PSP";"2010";"Action";"Namco Bandai Games";0,04;0,02;0,05;0,01;0,13;57;22;4,6;6;"Premium Agency";"T";0;1
"5056";5056;"Sega GT";"DC";"2000";"Racing";"Sega";0;0;0,13;0;0,13;84;25;7,5;11;"TOSE";"E";0;34
"5057";5057;"Steel Battalion: Heavy Armor";"X360";"2012";"Misc";"Capcom";0,08;0,02;0,02;0,01;0,13;38;58;2,5;92;"From Software";"M";0;41
"5058";5058;"Green Lantern: Rise of the Manhunters";"X360";"2011";"Action";"Warner Bros. Interactive Entertainment";0,07;0,04;0;0,01;0,13;59;17;7;23;"Double Helix Games";"T";0;19
"5059";5059;"Legends of Wrestling";"GC";"2002";"Fighting";"Acclaim Entertainment";0,1;0,03;0;0;0,13;50;18;6,8;4;"Acclaim";"T";0;25
"5060";5060;"All-Star Baseball 2004";"XB";"2003";"Sports";"Acclaim Entertainment";0,1;0,03;0;0;0,13;74;20;8,4;7;"Acclaim";"E";0;25
"5061";5061;"Dokapon Kingdom";"Wii";"2008";"Role-Playing";"Sting";0,12;0;0;0,01;0,13;73;11;8,3;17;"Sting";"E10+";0;12
"5062";5062;"Onechanbara: Bikini Samurai Squad";"X360";"2006";"Action";"D3Publisher";0,11;0,01;0;0,01;0,13;39;39;6,3;55;"Tamsoft";"M";0;6
"5063";5063;"Portal Runner";"PS2";"2001";"Platform";"3DO";0,06;0,05;0;0,02;0,13;53;18;6,7;6;"3DO";"E";0;17
"5064";5064;"Warriors Orochi 2";"PS2";"2008";"Action";"Tecmo Koei";0,06;0,05;0;0,02;0,13;52;9;8,5;13;"Omega Force";"T";0;69
"5065";5065;"Hyperdevotion Noire: Goddess Black Heart";"PSV";"2014";"Role-Playing";"Idea Factory";0,04;0,01;0,06;0,02;0,13;68;24;7,1;36;"Sting";"T";0;12
"5066";5066;"Spartan: Total Warrior";"XB";"2005";"Action";"Sega";0,1;0,03;0;0;0,13;73;36;8,8;12;"Creative Assembly";"M";0;20
